program,address,size,current_name,provisional_name,owner,confidence,name_origin,authority,evidence
srext-jpegimporter,10013640,20,FUN_10013640,new_color_map_1_quant,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant1.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10013660,302,jinit_2pass_quantizer,jinit_2pass_quantizer,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10013790,152,init_error_limit,init_error_limit,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10013830,293,FUN_10013830,start_pass_2_quant,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant2.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10013960,119,FUN_10013960,prescan_quantize,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant2.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,100139e0,200,FUN_100139e0,pass2_no_dither,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant2.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10013ab0,282,fill_inverse_cmap,fill_inverse_cmap,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10013bd0,501,find_nearby_colors,find_nearby_colors,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10013dd0,350,find_best_colors,find_best_colors,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10013f30,735,FUN_10013f30,pass2_fs_dither,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant2.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10014210,42,FUN_10014210,finish_pass1,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant2.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10014240,137,select_colors,select_colors,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,100142d0,1091,update_box,update_box,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10014720,312,median_cut,median_cut,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10014860,52,find_biggest_color_pop,find_biggest_color_pop,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,100148a0,43,find_biggest_volume,find_biggest_volume,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,100148d0,406,compute_color,compute_color,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10014a70,1,FUN_10014a70,finish_pass2,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant2.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10014a80,18,FUN_10014a80,new_color_map_2_quant,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant2.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10014aa0,16,jdiv_round_up,jdiv_round_up,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10014ab0,24,jround_up,jround_up,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10014ad0,70,jcopy_sample_rows,jcopy_sample_rows,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10014b20,34,jcopy_block_row,jcopy_block_row,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10014b50,27,jzero_far,jzero_far,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10014b70,39,srInitPlugin,srInitPlugin,sirtech-plugin,exact,original-export,abi-backed,PE export ordinal 2; allocates 0x48 bytes and constructs the plugin object
srext-jpegimporter,10014ba0,6,srJPEGPlugin_getDescription,srJPEGPlugin_getDescription,sirtech-plugin,strong,descriptive,descriptive,Vtable entry returning the literal SurRender JPEG-importer/exporter plug-in description
srext-jpegimporter,10014bb0,30,srJPEGPlugin_scalar_deleting_destructor,srJPEGPlugin_scalar_deleting_destructor,sirtech-plugin,strong,descriptive,descriptive,Scalar deleting destructor for the complete plugin object
srext-jpegimporter,10014bd0,14,srJPEGPlugin_destructor,srJPEGPlugin_destructor,sirtech-plugin,strong,descriptive,descriptive,Complete plugin destructor; delegates to the importer/exporter teardown
srext-jpegimporter,10014be0,189,jpeg_srBinIStream_read_callback,jpeg_srBinIStream_read_callback,sirtech-plugin,strong,descriptive,descriptive,IJG stdio read callback bridged to the active srBinIStream
srext-jpegimporter,10014c8a,21,Catch@10014c8a,fread_catch_corrupt_input,sirtech-plugin,exact,descriptive,descriptive,Compiler-generated catch-all handler rethrows the recovered input-stream corruption string from fread
srext-jpegimporter,10014cc0,106,jpeg_srBinOStream_write_callback,jpeg_srBinOStream_write_callback,sirtech-plugin,strong,descriptive,descriptive,IJG stdio write callback bridged to the active srBinOStream
srext-jpegimporter,10014d17,21,Catch@10014d17,fwrite_catch_corrupt_output,sirtech-plugin,exact,descriptive,descriptive,Compiler-generated catch-all handler rethrows the recovered output-stream corruption string from fwrite
srext-jpegimporter,10014d40,105,srJPEGImporter_constructor,srJPEGImporter_constructor,sirtech-plugin,strong,descriptive,descriptive,Constructs Importer and Exporter bases and registers jpeg and jpg
srext-jpegimporter,10014db0,30,srJPEGImporter_scalar_deleting_destructor,srJPEGImporter_scalar_deleting_destructor,sirtech-plugin,strong,descriptive,descriptive,Scalar deleting destructor reached from the importer vtable
srext-jpegimporter,10014dd0,60,srJPEGImporter_destructor,srJPEGImporter_destructor,sirtech-plugin,strong,descriptive,descriptive,Removes both importer and exporter registrations
srext-jpegimporter,10014e10,20,srJPEGImporter_initialize_codec_options,srJPEGImporter_initialize_codec_options,sirtech-plugin,strong,descriptive,descriptive,Initializes quality to 200 and format byte to 0x4b
srext-jpegimporter,10014e30,47,srJPEGImporter_read_header,srJPEGImporter_read_header,sirtech-plugin,strong,descriptive,descriptive,Reads JPEG dimensions and component count through the codec adapter
srext-jpegimporter,10014e60,194,srJPEGImporter_getSurfaceDesc,srJPEGImporter_getSurfaceDesc,sirtech-plugin,exact-signature,descriptive,descriptive,"SurfaceImporter vtable slot 2; exact SR.DLL base signature is int getSurfaceDesc(SurfaceDesc&, srBinIStream&, const ImportInfo&)"
srext-jpegimporter,10014f30,667,srJPEGImporter_importSurface,srJPEGImporter_importSurface,sirtech-plugin,strong,descriptive,descriptive,"SurfaceImporter vtable slot 3; decodes JPEG pixels and returns srColorSurfaceIFace* from (srBinIStream&, const ImportInfo&)"
srext-jpegimporter,100151d0,35,srColorSurface_scalar_deleting_destructor,srColorSurface_scalar_deleting_destructor,sirtech-plugin,strong,descriptive,descriptive,Local deleting destructor installed at srColorSurface vtable slot 5
srext-jpegimporter,10015200,499,srJPEGImporter_exportSurface,srJPEGImporter_exportSurface,sirtech-plugin,strong,descriptive,descriptive,"SurfaceExporter vtable slot 2; exact manager call shape is void exportSurface(srBinOStream&, srColorSurfaceIFace&, const ExportInfo&)"
srext-jpegimporter,10015400,23,srJPEGImporter_initialize_export_options,srJPEGImporter_initialize_export_options,sirtech-plugin,strong,descriptive,descriptive,Initializes export options with default quality 100
srext-jpegimporter,10015420,6,srJPEGImporter_getTypeName,srJPEGImporter_getTypeName,sirtech-plugin,strong,descriptive,descriptive,Vtable entry returning the JPEG type name
srext-jpegimporter,10015430,18,srHeap_free_wrapper,srHeap_free_wrapper,sirtech-plugin,strong,descriptive,descriptive,Releases storage through srHeap
srext-jpegimporter,10015450,6,srColorSurface_getClassID,srColorSurface_getClassID,sirtech-plugin,exact,descriptive,descriptive,Local srColorSurface vtable slot 1 returns class ID 0x3110
srext-jpegimporter,10015460,6,SR.DLL::srColorSurface::sGetClassName,srColorSurface_getClassName,sirtech-plugin,exact,descriptive,descriptive,Local srColorSurface vtable slot 0 tail-jumps to the exact decorated SR.DLL sGetClassName export
srext-jpegimporter,10015470,106,srColorSurface_getClassNode,srColorSurface_getClassNode,sirtech-plugin,strong,descriptive,descriptive,Local srColorSurface vtable slot 2 resolves or registers class IDs 0x3100 and 0x3110
srext-jpegimporter,100154e0,25,srColorSurface_clone,srColorSurface_clone,sirtech-plugin,strong,descriptive,descriptive,Local srColorSurface vtable slot 7 creates an instance through slot 6 and assigns this surface
srext-jpegimporter,10015530,10,FUN_10015530,ios_base_init_dynamic_initializer,msvc6-runtime-glue,exact,descriptive,descriptive,Compiler-generated initializer constructs std::ios_base::Init and registers its destructor
srext-jpegimporter,10015540,11,FUN_10015540,ios_base_init_constructor,msvc6-runtime-glue,exact,descriptive,descriptive,Compiler-generated wrapper calls the MSVCP60 std::ios_base::Init constructor
srext-jpegimporter,10015550,12,FUN_10015550,ios_base_init_atexit_registration,msvc6-runtime-glue,exact,descriptive,descriptive,Compiler-generated wrapper registers the std::ios_base::Init destructor with atexit
srext-jpegimporter,10015560,11,FUN_10015560,ios_base_init_destructor,msvc6-runtime-glue,exact,descriptive,descriptive,Compiler-generated wrapper calls the MSVCP60 std::ios_base::Init destructor
srext-jpegimporter,10015570,10,FUN_10015570,wios_init_dynamic_initializer,msvc6-runtime-glue,exact,descriptive,descriptive,Compiler-generated initializer constructs std::_Winit and registers its destructor
srext-jpegimporter,10015580,11,FUN_10015580,wios_init_constructor,msvc6-runtime-glue,exact,descriptive,descriptive,Compiler-generated wrapper calls the MSVCP60 std::_Winit constructor
srext-jpegimporter,10015590,12,FUN_10015590,wios_init_atexit_registration,msvc6-runtime-glue,exact,descriptive,descriptive,Compiler-generated wrapper registers the std::_Winit destructor with atexit
srext-jpegimporter,100155a0,11,FUN_100155a0,wios_init_destructor,msvc6-runtime-glue,exact,descriptive,descriptive,Compiler-generated wrapper calls the MSVCP60 std::_Winit destructor
srext-jpegimporter,100155b0,26,FUN_100155b0,DllMain,sirtech-plugin,exact,descriptive,descriptive,User DLL callback called by __DllMainCRTStartup invokes DisableThreadLibraryCalls only for DLL_PROCESS_ATTACH
srext-jpegimporter,100155d0,6,srGetLibraryVersion,srGetLibraryVersion,sirtech-plugin,exact,original-export,abi-backed,"PE export ordinal 1; body is mov eax,0x012a0209; ret"
srext-jpegimporter,100155e0,8,srJPEGImporter_exporter_getTypeName_thunk,srJPEGImporter_exporter_getTypeName_thunk,sirtech-plugin,strong,descriptive,descriptive,Exporter-base this-adjusting thunk to 0x10015420
srext-jpegimporter,100155f0,8,srJPEGImporter_exporter_destructor_thunk,srJPEGImporter_exporter_destructor_thunk,sirtech-plugin,strong,descriptive,descriptive,Exporter-base this-adjusting thunk to 0x10014db0
srext-jpegimporter,100156a0,6,copy,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,100156e8,6,getDataPtr,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,10015790,6,setjmp3,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,100157a0,6,ftol,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,100157d0,6,operator_new,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,100157d6,6,operator_delete,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,100157e7,28,FUN_100157e7,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,1001580e,6,_CxxThrowException,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,1001582c,44,FUN_1001582c,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,10015858,18,FUN_10015858,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,1001586a,171,FUN_1001586a,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,10015915,157,entry,__DllMainCRTStartup@12,msvc6-crt,high,original-export,abi-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,100159b2,6,~type_info,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,100159b8,6,__dllonexit,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,100159be,6,initterm,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,10015a00,11,Unwind@10015a00,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,10015a0b,11,Unwind@10015a0b,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,10015a16,11,Unwind@10015a16,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
srext-jpegimporter,10015a30,11,Unwind@10015a30,,msvc6-runtime-glue,candidate,descriptive,descriptive,"Function in the post-plugin import, exception, or DLL-startup region"
