claim_id,program,entity_kind,entity_key,predicate,value,origin,authority,confidence,reference,details
function-source:wiz8:00404bf0:FileExists,wiz8,function,00404bf0,accepted-identity,FileExists,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00404c40:FileExistsNoDB,wiz8,function,00404c40,accepted-identity,FileExistsNoDB,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00404c70:FileDelete,wiz8,function,00404c70,accepted-identity,FileDelete,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00404c80:FileOpen,wiz8,function,00404c80,accepted-identity,FileOpen,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00404fb0:FileWrite,wiz8,function,00404fb0,accepted-identity,FileWrite,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00405030:FileSeek,wiz8,function,00405030,accepted-identity,FileSeek,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00405150:FileGetSize,wiz8,function,00405150,accepted-identity,FileGetSize,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:004051d0:DirectoryExists,wiz8,function,004051d0,accepted-identity,DirectoryExists,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:004051f0:MakeFileManDirectory,wiz8,function,004051f0,accepted-identity,MakeFileManDirectory,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00405200:GetExecutableDirectory,wiz8,function,00405200,accepted-identity,GetExecutableDirectory,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00405270:GetFileFirst,wiz8,function,00405270,accepted-identity,GetFileFirst,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00405300:GetFileNext,wiz8,function,00405300,accepted-identity,GetFileNext,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00405350:GetFileClose,wiz8,function,00405350,accepted-identity,GetFileClose,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00405390:W32toSGPFileFind,wiz8,function,00405390,accepted-identity,W32toSGPFileFind,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:004054d0:FileCopy,wiz8,function,004054d0,accepted-identity,FileCopy,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:004054f0:FileGetAttributes,wiz8,function,004054f0,accepted-identity,FileGetAttributes,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00405550:FileClearAttributes,wiz8,function,00405550,accepted-identity,FileClearAttributes,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00405630:GetFileManFileTime,wiz8,function,00405630,accepted-identity,GetFileManFileTime,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00405720:CompareSGPFileTimes,wiz8,function,00405720,accepted-identity,CompareSGPFileTimes,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00405ef0:AddStandardVideoObject,wiz8,function,00405ef0,accepted-identity,AddStandardVideoObject,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00405ff0:BltVideoObjectFromIndex,wiz8,function,00405ff0,accepted-identity,BltVideoObjectFromIndex,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00406180:CreateVideoObject,wiz8,function,00406180,accepted-identity,CreateVideoObject,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00406de0:GetFontObjectPalette16BPP,wiz8,function,00406de0,accepted-identity,GetFontObjectPalette16BPP,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00406df0:GetFontObject,wiz8,function,00406df0,accepted-identity,GetFontObject,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00407010:StringPixLength,wiz8,function,00407010,accepted-identity,StringPixLength,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00407090:SaveFontSettings,wiz8,function,00407090,accepted-identity,SaveFontSettings,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00407140:RestoreFontSettings,wiz8,function,00407140,accepted-identity,RestoreFontSettings,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:004071f0:GetFontHeight,wiz8,function,004071f0,accepted-identity,GetFontHeight,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00407220:SetFontDestBuffer,wiz8,function,00407220,accepted-identity,SetFontDestBuffer,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00407a10:gprintf_buffer,wiz8,function,00407a10,accepted-identity,gprintf_buffer,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00407b80:mprintf_buffer,wiz8,function,00407b80,accepted-identity,mprintf_buffer,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:004086c0:SoundEnableSound,wiz8,function,004086c0,accepted-identity,SoundEnableSound,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00408ad0:SoundPlayStreamedFile,wiz8,function,00408ad0,accepted-identity,SoundPlayStreamedFile,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00408d60:SoundPlayRandom,wiz8,function,00408d60,accepted-identity,SoundPlayRandom,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00408ef0:SoundIsPlaying,wiz8,function,00408ef0,accepted-identity,SoundIsPlaying,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00408f70:SoundStop,wiz8,function,00408f70,accepted-identity,SoundStop,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00409120:SoundSetDefaultVolume,wiz8,function,00409120,accepted-identity,SoundSetDefaultVolume,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00409140:SoundSetFadeVolume,wiz8,function,00409140,accepted-identity,SoundSetFadeVolume,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00409210:SoundSetVolume,wiz8,function,00409210,accepted-identity,SoundSetVolume,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00409310:SoundServiceRandom,wiz8,function,00409310,accepted-identity,SoundServiceRandom,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:004098d0:SoundSetCacheThreshhold,wiz8,function,004098d0,accepted-identity,SoundSetCacheThreshhold,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040a8a0:SoundGetDriverHandle,wiz8,function,0040a8a0,accepted-identity,SoundGetDriverHandle,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040a8e0:SoundRemoveSampleFlags,wiz8,function,0040a8e0,accepted-identity,SoundRemoveSampleFlags,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040a9d0:SoundStopMusic,wiz8,function,0040a9d0,accepted-identity,SoundStopMusic,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040abf0:Sound3DPlay,wiz8,function,0040abf0,accepted-identity,Sound3DPlay,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040ef80:InitializeRandom,wiz8,function,0040ef80,accepted-identity,InitializeRandom,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040efa0:Random,wiz8,function,0040efa0,accepted-identity,Random,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040efe0:Chance,wiz8,function,0040efe0,accepted-identity,Chance,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040f0b0:DDCreateSurface,wiz8,function,0040f0b0,accepted-identity,DDCreateSurface,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040f100:DDLockSurface,wiz8,function,0040f100,accepted-identity,DDLockSurface,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040f150:DDUnlockSurface,wiz8,function,0040f150,accepted-identity,DDUnlockSurface,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040f180:DDGetSurfaceDescription,wiz8,function,0040f180,accepted-identity,DDGetSurfaceDescription,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040f1c0:DDReleaseSurface,wiz8,function,0040f1c0,accepted-identity,DDReleaseSurface,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040f210:DDRestoreSurface,wiz8,function,0040f210,accepted-identity,DDRestoreSurface,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040f230:DDBltFastSurface,wiz8,function,0040f230,accepted-identity,DDBltFastSurface,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040f290:DDBltSurface,wiz8,function,0040f290,accepted-identity,DDBltSurface,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040f300:DDCreatePalette,wiz8,function,0040f300,accepted-identity,DDCreatePalette,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040f340:DDSetPaletteEntries,wiz8,function,0040f340,accepted-identity,DDSetPaletteEntries,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040f380:DDGetPaletteEntries,wiz8,function,0040f380,accepted-identity,DDGetPaletteEntries,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040f3c0:DDReleasePalette,wiz8,function,0040f3c0,accepted-identity,DDReleasePalette,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:0040f3e0:DDSetSurfaceColorKey,wiz8,function,0040f3e0,accepted-identity,DDSetSurfaceColorKey,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:004104b0:Get16BPPColor,wiz8,function,004104b0,accepted-identity,Get16BPPColor,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00410750:Blt8BPPDataTo8BPPBufferMonoShadowClip,wiz8,function,00410750,accepted-identity,Blt8BPPDataTo8BPPBufferMonoShadowClip,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:004109f0:Blt8BPPDataTo8BPPBufferTransparentClip,wiz8,function,004109f0,accepted-identity,Blt8BPPDataTo8BPPBufferTransparentClip,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00411190:Blt8BPPDataTo16BPPBufferMonoShadowClip,wiz8,function,00411190,accepted-identity,Blt8BPPDataTo16BPPBufferMonoShadowClip,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00411730:Blt8BPPDataSubTo16BPPBuffer,wiz8,function,00411730,accepted-identity,Blt8BPPDataSubTo16BPPBuffer,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00411de0:Blt8BPPDataTo16BPPBufferTransparentClip,wiz8,function,00411de0,accepted-identity,Blt8BPPDataTo16BPPBufferTransparentClip,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:004120b0:BltIsClipped,wiz8,function,004120b0,accepted-identity,BltIsClipped,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:004124a0:Blt16BPPBufferShadowRect,wiz8,function,004124a0,accepted-identity,Blt16BPPBufferShadowRect,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00412570:Blt16BPPBufferShadowRectAlternateTable,wiz8,function,00412570,accepted-identity,Blt16BPPBufferShadowRectAlternateTable,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00412b10:ShutDownFileDatabase,wiz8,function,00412b10,accepted-identity,ShutDownFileDatabase,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00413680:CreateRealFileHandle,wiz8,function,00413680,accepted-identity,CreateRealFileHandle,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00413730:GetLibraryAndFileIDFromLibraryFileHandle,wiz8,function,00413730,accepted-identity,GetLibraryAndFileIDFromLibraryFileHandle,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
function-source:wiz8:00413d00:CompareDirEntryFileNames,wiz8,function,00413d00,accepted-identity,CompareDirEntryFileNames,sgp-source,source-backed,strong,released-baseline:fdff790b;historical-sgp-source-markers,"Preserves the previously reviewed SGP identity from the retired marker warehouse. Current byte identity is established by current object comparison, not this provenance record."
